ticker,cik,company_name,merged_from_ciks,exchange,sic,sic_description,taxonomy,filing_form,reporting_currency,fiscal_year_end,latest_fiscal_year,period_end,gate0_pass,gate0_status,gate0_not_evaluable,imputed_fields,resolution_basis,resolution_basis_goodwill,resolution_basis_intangibles,carried_forward_fields,carry_forward_age_days,sbc_unverified,fcf_after_sbc_multiple,tangible_book,income_quality,fcf,fcf_after_sbc,sbc_pct_revenue,net_cash,effective_tax,ni_vs_oi,acq_intensity,bs_acq_intensity,acq_cf_bs_disagreement,buyback_pct_fcf,fcf_per_share,revenue,net_income,operating_income,ocf,capex,capex_broken,capex_suspect,capex_vs_dep_amort,sbc,equity,goodwill,intangibles,cash,total_debt,shares_diluted,fail_tangible_book,test_tangible_book,fail_income_quality,test_income_quality,fail_fcf,test_fcf,fail_fcf_after_sbc,test_fcf_after_sbc,fail_sbc,test_sbc,warn_sbc,fail_ni_over_oi,test_ni_vs_oi,fail_tax_anomaly,test_tax_anomaly,warn_inorganic,tangible_book_yrs_negative,growth_basis,short_history,revenue_cagr_3y,revenue_cagr_5y,fcf_per_share_cagr_3y,fcf_per_share_cagr_5y,fcf_per_share_earliest,fcf_per_share_latest,fcf_per_share_delta_abs,fcf_inflection,fcf_inflection_years,operating_margin_latest,operating_margin_5y_ago,operating_margin_delta,income_quality_3y_avg,income_quality_direction,ttm_revenue,ttm_net_income,ttm_ocf,ttm_capex,ttm_sbc,ttm_fcf_after_sbc,revenue_growth_yoy_q1,revenue_growth_yoy_q2,revenue_growth_yoy_q3,revenue_growth_yoy_q4,revenue_accel_4q,quarters_of_accelerating_revenue,fcf_growth_yoy_q1,fcf_growth_yoy_q2,fcf_growth_yoy_q3,fcf_growth_yoy_q4,fcf_accel_4q,quarters_of_accelerating_fcf,acq_disagreement,acquisitions,buybacks,dep_amort,dividends,gi_delta,operating_margin,pretax_income,sec_download_date,source_tag_capex,source_tag_equity,source_tag_goodwill,source_tag_intangibles,source_tag_net_income,source_tag_ocf,source_tag_operating_income,source_tag_sbc,tax_expense,ttm_acquisitions,ttm_buybacks,ttm_cash,ttm_dep_amort,ttm_dividends,ttm_equity,ttm_goodwill,ttm_intangibles,ttm_operating_income,ttm_pretax_income,ttm_shares_diluted,ttm_tax_expense,ttm_total_debt,price,ma_200,as_of,market_cap,market_cap_derived,pct_vs_200ma,momentum_not_evaluated,fwd_trail_ratio,adjusted_eps_guard,rejected_because,ev,p_fcf_after_sbc,ev_fcf_after_sbc
SU,311337,SUNCOR ENERGY INC,"",NYSE,2911,Petroleum Refining,ifrs-full,40-F,CAD,1231,2025,2025-12-31,false,unknown,"tangible_book,income_quality,fcf,ni_vs_oi","",unresolved,unresolved,unresolved,"",,false,,,,,,0.00015273879756381618,-6337000000.0,0.2554101660795169,,,,false,,,52377000000.0,5918000000.0,,,,false,false,,8000000.0,45124000000.0,,,3650000000.0,9987000000.0,1219000000.0,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,,NOT_EVALUABLE,false,PASS,,0,insufficient,false,-0.05923630668082114,0.15893650643873092,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,false,,3081000000.0,,2809000000.0,,,7948000000.0,2026-08-14,,Equity,,,ProfitLoss,,,AdjustmentsForSharebasedPayments,2030000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
PHG,313216,KONINKLIJKE PHILIPS NV,"",NYSE,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,ifrs-full,20-F,EUR,1231,2025,2025-12-31,false,fail,"income_quality,fcf","",reported,reported,reported,"",,false,,-883000000.0,,,,0.007906246495458114,-5290000000.0,0.23857868020304568,0.6299157303370787,0.000168218010541662,-0.08551082202534485,true,,,17834000000.0,897000000.0,1424000000.0,,269000000.0,false,false,,141000000.0,10957000000.0,9271000000.0,2569000000.0,2794000000.0,8084000000.0,948239009.0,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,false,4,insufficient,false,0.00013087047711479727,0.005947432828977028,,,,,,false,0,0.0798474823371089,0.07300872176976839,0.006838760567340507,,,,,,,,,,,,,,,,,,,,,true,3000000.0,,,330000000.0,-1525000000.0,0.0798474823371089,1182000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,Goodwill,IntangibleAssetsOtherThanGoodwill,ProfitLoss,,ProfitLossFromOperatingActivities,AdjustmentsForSharebasedPayments,282000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
SONY,313838,Sony Group Corp,"",NYSE,3651,Household Audio & Video Equipment,ifrs-full,20-F,JPY,331,2025,2025-03-31,false,unknown,tangible_book,"",unresolved,reported,unresolved,"",,false,,,2.0016389527600533,1674148000000.0,1644732000000.0,0.002270267400083846,626669000000.0,0.21295613974375155,0.8242733784216896,0.022722508741177785,,false,0.17361369511871844,271.87216719242696,12957064000000.0,1159887000000.0,1407163000000.0,2321675000000.0,647527000000.0,false,false,0.5616082401622915,29416000000.0,8179745000000.0,1508721000000.0,,2980956000000.0,2354287000000.0,6049652000.0,,NOT_EVALUABLE,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,,0,3y,false,0.09305722538118655,,-0.24453438947674555,,,271.87216719242696,,false,2,0.10860199501985944,,,1.2377333260428445,rising,,,,,,,,,,,,,,,,,,,false,294417000000.0,285548000000.0,1152987000000.0,115253000000.0,,0.10860199501985944,1473726000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentIntangibleAssetsOtherThanGoodwillInvestmentPropertyAndOtherNoncurrentAssets,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,313839000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
ASM,316888,Avino Silver & Gold Mines Ltd.,"",NYSE,1000,Metal Mining,ifrs-full,6-K,USD,1231,2025,2025-12-31,false,unknown,"fcf,ni_vs_oi,tax_anomaly","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,234030000.0,1.0292759824344104,,,0.040400316610103335,,,,,,false,,,92227000.0,26643000.0,,27423000.0,,false,false,,3726000.0,234030000.0,0.0,0.0,101724000.0,,147721818000.0,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,0.2779715577022357,0.41914989991199114,,,,,,false,0,,,,2.2098260837079216,falling,76470000.0,17423000.0,,,1324000.0,,0.6041440659579085,0.5198902606310014,0.4746060729018733,,,0,,,,,,0,false,,,3745000.0,,,,39898000.0,2026-08-14,,Equity,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,AdjustmentsForSharebasedPayments,,,,126548000.0,1774000.0,,571408000.0,,,,28663000.0,505278822.0,-5232000.0,,,,,,,,,,,ineligible:gate0_status,,,
HMC,715153,"HONDA MOTOR CO., LTD.","",NYSE,3711,Motor Vehicles & Passenger Car Bodies,ifrs-full,20-F,JPY,331,2025,2025-03-31,false,fail,"tangible_book,sbc","",unresolved,unresolved,unresolved,"",,true,,,0.32352270235672187,-218651000000.0,,,-6922472000000.0,0.3146580249537051,0.7441651572412042,,,false,,,21688767000000.0,903034000000.0,1213486000000.0,292152000000.0,510803000000.0,false,false,,,12326529000000.0,,,4528795000000.0,11451267000000.0,4671383489.0,,NOT_EVALUABLE,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,false,PASS,,0,insufficient,false,0.14225693112432847,0.07752943133478096,,,,,,false,0,0.05594997631723371,0.04243765441438017,0.013512321902853543,1.3078301106554744,falling,,,,,,,,,,,,,,,,,,,false,,722365000000.0,,426497000000.0,,0.05594997631723371,1317640000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,414606000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
BCE,718940,BCE INC.,"",NYSE,4813,Telephone Communications (No Radiotelephone),ifrs-full,40-F,CAD,1231,2025,2025-12-31,false,fail,"sbc,ni_vs_oi","",reported,reported,reported,"",,true,,-7445000000.0,1.0735339269266195,3293000000.0,,,,0.15479434280524199,,0.200465914664051,0.13969265980055584,true,,,24468000000.0,6514000000.0,,6993000000.0,3700000000.0,false,false,0.7063764795723558,,23020000000.0,13231000000.0,17234000000.0,,34904000000.0,929100000.0,true,FAIL,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,false,PASS,true,5,insufficient,false,0.004037617952378225,0.013484479386600245,,,,,,false,0,,,,7.707632542800685,falling,24017000000.0,2299000000.0,9046000000.0,4267000000.0,,,0.028606528606528608,0.0349769663879884,-0.010056050115397296,0.013322231473771857,-0.009088590790165595,1,0.06904577191621412,-0.23222060957910015,0.09546313799621928,0.021570319240724764,0.018525738954885133,0,true,4905000000.0,,5238000000.0,2305000000.0,3418000000.0,,7707000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,Goodwill,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,,1193000000.0,655000000.0,,,4988000000.0,,82318000000.0,43279000000.0,66710000000.0,,,3667300000.0,976000000.0,120761000000.0,,,,,,,,,,ineligible:gate0_status,,,
CHNR,793628,"CHINA NATURAL RESOURCES, INC.","",Nasdaq,1040,Gold and Silver Ores,ifrs-full,20-F,CNY,1231,2024,2024-12-31,false,fail,"tangible_book,sbc,ni_vs_oi,tax_anomaly",goodwill,unresolved,never_acquired,unresolved,"",,true,,,17.16898148148148,-7421000.0,,,,,,,,false,,,,-432000.0,,-7417000.0,4000.0,false,false,1.0,,88062000.0,0.0,,3082000.0,,,,NOT_EVALUABLE,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,,,,,,,,false,0,,-0.038042111986084974,,4.512721605396965,rising,,,,,,,,,,,,0,,,,,,0,false,,,4000.0,,,,-3160000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,,,,,124441000.0,,,734404000.0,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
NEXM,795800,NexMetals Mining Corp.,"",Nasdaq,1000,Metal Mining,ifrs-full,6-K,CAD,1231,2025,2025-12-31,false,unknown,"tangible_book,income_quality,fcf,sbc,ni_vs_oi,tax_anomaly","goodwill,intangibles",unresolved,never_acquired,never_acquired,"",,true,,,,,,,,,,,,false,,,,,,,,false,false,,,,0.0,0.0,,,20650750.0,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,,,,,,,,false,0,,,,,,,-63221429.0,-5243846.0,,7698752.0,,,,,,,0,,,,,,0,false,,,,,,,,2026-08-14,,,,,,,,,,,,41532077.0,275475.0,,143064248.0,,,,,89599361.0,,619165.0,,,,,,,,,,ineligible:gate0_status,,,
QZMRF,811522,QUARTZ MOUNTAIN RESOURCES LTD.,"",OTC,1040,Gold and Silver Ores,ifrs-full,20-F,CAD,731,2026,2026-01-31,false,unknown,"income_quality,fcf,sbc,ni_vs_oi,tax_anomaly","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,true,,4578199.0,,,,,,,,,,false,,,,,,,,false,false,,,4578199.0,0.0,0.0,3613085.0,,,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,,,,,,,,false,0,,,,0.9322562854875767,,,,,,,,,,,,,,,,,,,,false,,,,,,,,2026-08-14,,Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
TEFOF,814052,"TELEFONICA, S.A.","",OTC,4813,Telephone Communications (No Radiotelephone),ifrs-full,20-F,EUR,1231,2024,2024-12-31,false,fail,sbc,"",reported,reported,reported,"",,true,,-6989000000.0,52.60287081339713,5204000000.0,,,7054000000.0,0.6247755834829444,0.08726513569937369,0.004574609705917948,-0.0905724313203437,true,,,41315000000.0,209000000.0,2395000000.0,10994000000.0,5790000000.0,false,false,1.4115065821550463,,19347000000.0,16461000000.0,9875000000.0,8062000000.0,1008000000.0,5635695000.0,true,FAIL,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,false,PASS,true,5,insufficient,false,0.017005143703986425,-0.031247119742432772,,,,,,false,0,0.05796926055911896,0.09369707983974226,-0.0357278192806233,12.460296915231345,rising,,,,,,,,,,,,,,,,,,,true,189000000.0,145000000.0,4102000000.0,1887000000.0,-3742000000.0,0.05796926055911896,557000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentIntangibleAssetsOtherThanGoodwillInvestmentPropertyAndOtherNoncurrentAssets,EquityAttributableToOwnersOfParent,Goodwill,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,348000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
DEO,835403,DIAGEO plc,"",NYSE,2080,Beverages,ifrs-full,20-F,USD,630,2025,2025-06-30,false,unknown,"tangible_book,fcf","",unresolved,reported,unresolved,"",,false,,,1.6930654058313632,,,0.00210985552853669,-19654000000.0,0.2824427480916031,0.5854671280276816,0.0012516092118437991,,false,,,27964000000.0,2538000000.0,4335000000.0,4297000000.0,,false,false,,59000000.0,11090000000.0,2949000000.0,,2200000000.0,21854000000.0,2222000000.0,,NOT_EVALUABLE,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.020436543136372,0.09582178129057328,,,1.0450785773366418,,,false,0,0.15502074095265342,0.12075493021416059,0.03426581073849283,1.163403802889793,rising,,,,,,,,,,,,0,,,,,,0,false,35000000.0,,,2438000000.0,,0.15502074095265342,3537000000.0,2026-08-14,,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,999000000.0,,,8713000000.0,,,41442000000.0,,,,,,,81034000000.0,,,,,,,,,,ineligible:gate0_status,,,
WDS,844551,Woodside Energy Group Ltd,"",NYSE,1311,Crude Petroleum & Natural Gas,ifrs-full,20-F,USD,1231,2025,2025-12-31,false,unknown,"tangible_book,fcf","",unresolved,reported,unresolved,"",,false,,,2.627694556083303,,,0.0015403573629081946,-5469000000.0,0.19823330735255912,0.7037798920030857,0.0,,false,,,12984000000.0,2737000000.0,3889000000.0,7192000000.0,,false,false,,20000000.0,35914000000.0,3952000000.0,,5712000000.0,11181000000.0,1895437383.0,,NOT_EVALUABLE,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.08261142427165735,0.29247217219242905,,,,,,false,0,0.29952248921749847,-1.436388888888889,1.7359113781063873,2.599964929202272,falling,,,,,,,,,,,,0,,,,,,0,false,0.0,,5070000000.0,2012000000.0,,0.29952248921749847,3849000000.0,2026-08-14,,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,763000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
FECOF,849997,FEC RESOURCES INC.,"",OTC,1311,Crude Petroleum & Natural Gas,ifrs-full,20-F,USD,1231,2024,2024-12-31,false,fail,"fcf,sbc","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,true,,7645095.0,-0.6420304618367924,,,,,-0.0,-1.3412843432597494,,,false,,,,244437.0,-182241.0,-156936.0,,false,false,,,7645095.0,0.0,0.0,,,861082371.0,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,true,FAIL,true,FAIL,,0,insufficient,true,,,,,,,,false,0,,,,-0.7333356772282582,rising,,,,,,,,,,,,,,,,,,,false,,,,,,,-244437.0,2026-08-14,,Equity,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,0.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
CRCUF,868822,CANAGOLD RESOURCES LTD.,"",OTC,1040,Gold and Silver Ores,ifrs-full,20-F,USD,1231,2024,2024-12-31,false,fail,"fcf,sbc,ni_vs_oi,tax_anomaly","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,29980000.0,0.3244206773618538,,,,,,,,,false,,,,-1122000.0,,-364000.0,,false,false,,316000.0,29980000.0,0.0,0.0,676000.0,,,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,,,,,,,,false,0,,,,0.4614331563045417,falling,,,,,,,,,,,,,,,,,,,false,,,,,,,-1380000.0,2026-08-14,,Equity,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,AdjustmentsForSharebasedPayments,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
TGB,878518,TASEKO MINES LIMITED,"",NYSE,1040,Gold and Silver Ores,ifrs-full,40-F,CAD,1231,2025,2025-12-31,false,fail,fcf,intangibles,never_acquired,reported,never_acquired,"",,false,,773012000.0,-7.300106397127277,,,0.03265101708416059,-559035000.0,0.39217073220023846,-1.50877897060299,,,false,,,672904000.0,-30076000.0,19934000.0,219558000.0,,false,false,,21971000.0,778663000.0,5651000.0,0.0,187961000.0,746996000.0,323496000.0,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,0.19775175319802263,0.14410059400924813,,,-0.04606541649925794,,,false,0,0.029623839358957592,0.017621851212030287,0.012001988146927305,-7.592068539316037,falling,,,,,,,,,,,,,,,,,,,false,,,103210000.0,,,0.029623839358957592,-49481000.0,2026-08-14,,Equity,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,AdjustmentsForSharebasedPayments,-19405000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
TTE,879764,TotalEnergies SE,"",NYSE,1311,Crude Petroleum & Natural Gas,ifrs-full,20-F,USD,1231,2025,2025-12-31,false,unknown,"tangible_book,fcf,sbc,ni_vs_oi,tax_anomaly","",unresolved,reported,unresolved,"",,true,,,2.0470914127423825,,,,-22793000000.0,,,0.009935585200501003,,false,,,201196000000.0,13357000000.0,,27343000000.0,,false,false,,,114883000000.0,12501000000.0,,26202000000.0,48995000000.0,,,NOT_EVALUABLE,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,-0.105380852178101,0.07417319179091009,,,,,,false,0,,-0.044887514660411555,,1.9543014367457383,rising,234415000000.0,16549000000.0,41151000000.0,,,,0.589279262045952,-0.24745232299997325,-0.04492545005420199,-0.07658671827028636,-0.1795071068002944,0,,,,,,0,false,1999000000.0,7526000000.0,,8483000000.0,,,,2026-08-14,,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,,9092000000.0,1979000000.0,,102055000000.0,,,464391000000.0,,,16800000000.0,,,12602000000.0,177405000000.0,,,,,,,,,,ineligible:gate0_status,,,
TECK,886986,TECK RESOURCES LIMITED,"",NYSE,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),ifrs-full,40-F,CAD,1231,2025,2025-12-31,false,fail,"","",reported,reported,reported,"",,false,,24506000000.0,1.3796641791044777,-359000000.0,-425000000.0,0.0061361100780959466,1108000000.0,0.3526570048309179,0.47686832740213525,,-0.004462625511342506,false,,-0.8607106837485672,10756000000.0,1072000000.0,2248000000.0,1479000000.0,1838000000.0,false,false,1.0461013090495161,66000000.0,25096000000.0,421000000.0,169000000.0,5012000000.0,3904000000.0,493778000.0,false,PASS,false,PASS,true,FAIL,true,FAIL,false,PASS,false,false,PASS,false,PASS,false,0,insufficient,false,-0.14676681386141333,0.037492494578917235,,,1.236233062088555,-0.8607106837485672,-2.0969437458371223,false,0,0.20899962811454073,-0.10169870362092087,0.3106983317354616,4.335939607755784,falling,,,,,,,,,,,,,,,,,,,false,,,1757000000.0,,-48000000.0,0.20899962811454073,1656000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,Goodwill,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,ExpenseFromSharebasedPaymentTransactionsWithEmployees,584000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
SIM,887153,"GRUPO SIMEC, S.A.B. de C.V.","",NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",ifrs-full,20-F,MXN,1231,2024,2024-12-31,false,fail,"sbc,ni_vs_oi,tax_anomaly",goodwill,never_acquired,never_acquired,reported,"",,true,,61476393000.0,0.5293981315388127,3421393000.0,,,,,,,,false,,,33657672000.0,10480496000.0,,5548355000.0,2126962000.0,false,false,1.9945591729792889,,59213788000.0,0.0,-2262605000.0,29158227000.0,,461389000.0,false,PASS,true,FAIL,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,,NOT_EVALUABLE,,0,insufficient,false,-0.15416931476920026,-0.0030238567357427915,,,,,,false,0,,,,0.8884340816999848,falling,,,,,,,,,,,,,,,,,,,false,,,1066382000.0,,,,12540619000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
TRIB,888721,TRINITY BIOTECH PLC,"",Nasdaq,2835,In Vitro & In Vivo Diagnostic Substances,ifrs-full,20-F,USD,1231,2024,2024-12-31,false,fail,"","goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,false,,-35181000.0,0.1342580727831881,-4596000.0,-5912000.0,0.021379254325400047,4957000.0,-0.01581516433452652,1.474887786439877,,,false,,-0.016459095992170592,61555000.0,-31216000.0,-21165000.0,-4191000.0,405000.0,false,false,0.6,1316000.0,-35181000.0,0.0,0.0,5167000.0,210000.0,359193482.0,true,FAIL,true,FAIL,true,FAIL,true,FAIL,false,PASS,false,false,PASS,true,FAIL,,0,insufficient,false,-0.0880030461365563,-0.07405464254226624,,,0.030392261108873785,-0.016459095992170592,-0.04685135710104438,false,0,-0.34383884331086023,-0.2666224360037596,-0.07721640730710061,0.1562861288869901,rising,,,,,,,,,,,,0,,,,,,0,false,,,675000.0,,,-0.34383884331086023,-30730000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,Equity,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,AdjustmentsForSharebasedPayments,486000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
PKX,889132,POSCO HOLDINGS INC.,"",NYSE,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",ifrs-full,20-F,KRW,1231,2024,2024-12-31,false,fail,sbc,intangibles,never_acquired,reported,never_acquired,"",,true,,55032368000000.0,6.628682073380842,-1006045000000.0,,,-19229469000000.0,0.24200478046794296,0.6924208652815623,,,false,,,73459408000000.0,1005276000000.0,1451828000000.0,6663655000000.0,7669700000000.0,false,false,2.1722457141076874,,55390219000000.0,357851000000.0,0.0,6767898000000.0,25997367000000.0,75767552.0,false,PASS,false,PASS,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,false,PASS,,0,insufficient,false,-0.01130936853381681,0.025447998211018508,,,,,,false,0,0.019763676832244552,0.04974419589974696,-0.02998051906750241,3.8983214520397116,rising,,,,,,,,,,,,,,,,,,,false,,92311000000.0,3530770000000.0,844195000000.0,,0.019763676832244552,1326230000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,Goodwill,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,320954000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
NTZ,900391,NATUZZI S.p.A.,"",NYSE,2510,Household Furniture,ifrs-full,20-F,EUR,1231,2024,2024-12-31,false,fail,"tangible_book,sbc","",unresolved,unresolved,unresolved,"",,true,,,-0.111949031335327,-3487000.0,,,17822000.0,-0.046536943801877804,2.453660870952305,,,false,,,318797000.0,-15382000.0,-6269000.0,1722000.0,5209000.0,false,false,,,54006000.0,,,20322000.0,2500000.0,55073045.0,,NOT_EVALUABLE,true,FAIL,true,FAIL,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,true,FAIL,,0,insufficient,false,-0.09308127104905495,-0.0380130482541855,,,,,,false,0,-0.019664551423005862,-0.05811423343894233,0.038449682015936466,4.7378350862431065,falling,,,,,,,,,,,,,,,,,,,false,,,,74000.0,,-0.019664551423005862,-14698000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,684000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
YPF,904851,YPF Sociedad Anonima,"",NYSE,2911,Petroleum Refining,ifrs-full,20-F,USD,1231,2025,2025-12-31,false,fail,"",goodwill,never_acquired,never_acquired,reported,"",,false,,9746000000.0,-6.206508135168961,-118000000.0,-133000000.0,0.0008130962705984389,-9648000000.0,1.878021978021978,-0.4591954022988506,,,false,-0.07518796992481203,-0.3393272507112197,18448000000.0,-799000000.0,1740000000.0,4959000000.0,5077000000.0,false,false,,15000000.0,10814000000.0,0.0,1068000000.0,933000000.0,10581000000.0,391952016.0,false,PASS,true,FAIL,true,FAIL,true,FAIL,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.005521716489386486,0.1374311101742436,,,140.67527937166344,-0.3393272507112197,-141.01460662237466,false,0,0.09431916738941891,-0.08297213622291022,0.17729130361232914,-2.794773950390802,falling,,,,,,,,,,,,,,,,,,,false,,10000000.0,,,,0.09431916738941891,910000000.0,2026-08-14,PurchaseOfPropertyPlantAndEquipmentIntangibleAssetsOtherThanGoodwillInvestmentPropertyAndOtherNoncurrentAssets,EquityAttributableToOwnersOfParent,,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,AdjustmentsForSharebasedPayments,1709000000.0,,,,,,,,,,,,,,,,,,,,,,,ineligible:gate0_status,,,
